fecha,procedencia,personas
2024-02-24,Italia,4
2024-02-24,América del Norte,3
2024-02-24,África,0
2024-02-24,Residente,6
2024-02-24,Estonia-Letonia-Lituania,18
2024-02-24,R. Eslovaca,0
2024-02-24,Austria,0
2024-02-24,América del Sur,0
2024-02-24,Gran Bretaña,2
2024-02-24,Asia y Oriente Próx.,0
2024-02-24,R. Checa,5
2024-02-24,Francia,0
2024-02-24,Oceanía,0
2024-02-24,Polonia,73
2024-02-24,España,0
2024-02-24,Europa,26
2024-02-24,Rusia,0
2024-02-24,Alemania,16
2024-02-25,Europa,17
2024-02-25,Residente,14
2024-02-25,Rusia,2
2024-02-25,Polonia,41
2024-02-25,Estonia-Letonia-Lituania,15
2024-02-25,África,0
2024-02-25,Gran Bretaña,5
2024-02-25,R. Checa,4
2024-02-25,Oceanía,0
2024-02-25,Italia,0
2024-02-25,España,8
2024-02-25,América del Norte,2
2024-02-25,Alemania,22
2024-02-25,América del Sur,0
2024-02-25,Austria,0
2024-02-25,R. Eslovaca,0
2024-02-25,Francia,3
2024-02-25,Asia y Oriente Próx.,0
2024-02-28,Residente,7
2024-02-28,Asia y Oriente Próx.,0
2024-02-28,R. Checa,7
2024-02-28,África,0
2024-02-28,Polonia,93
2024-02-28,España,10
2024-02-28,Gran Bretaña,2
2024-02-28,Alemania,54
2024-02-28,Austria,4
2024-02-28,Oceanía,0
2024-02-28,Europa,25
2024-02-28,América del Sur,0
2024-02-28,Italia,1
2024-02-28,Francia,9
2024-02-28,Rusia,0
2024-02-28,Estonia-Letonia-Lituania,24
2024-02-28,R. Eslovaca,2
2024-02-28,América del Norte,7
2024-03-02,Asia y Oriente Próx.,0
2024-03-02,Gran Bretaña,0
2024-03-02,África,0
2024-03-02,España,13
2024-03-02,Alemania,27
2024-03-02,Polonia,52
2024-03-02,América del Norte,0
2024-03-02,Estonia-Letonia-Lituania,13
2024-03-02,Rusia,2
2024-03-02,América del Sur,0
2024-03-02,Italia,2
2024-03-02,R. Eslovaca,2
2024-03-02,Austria,0
2024-03-02,R. Checa,5
2024-03-02,Francia,4
2024-03-02,Residente,9
2024-03-02,Oceanía,0
2024-03-02,Europa,29
2024-03-03,Alemania,29
2024-03-03,Italia,4
2024-03-03,R. Eslovaca,0
2024-03-03,Francia,4
2024-03-03,América del Sur,0
2024-03-03,Gran Bretaña,6
2024-03-03,España,3
2024-03-03,Oceanía,0
2024-03-03,R. Checa,4
2024-03-03,Austria,5
2024-03-03,Residente,6
2024-03-03,Polonia,49
2024-03-03,África,0
2024-03-03,Estonia-Letonia-Lituania,8
2024-03-03,Rusia,0
2024-03-03,Asia y Oriente Próx.,0
2024-03-03,Europa,16
2024-03-03,América del Norte,3
2024-03-09,Residente,7
2024-03-09,Alemania,32
2024-03-09,R. Checa,12
2024-03-09,África,2
2024-03-09,Francia,6
2024-03-09,Gran Bretaña,1
2024-03-09,Oceanía,0
2024-03-09,Europa,12
2024-03-09,Estonia-Letonia-Lituania,7
2024-03-09,R. Eslovaca,0
2024-03-09,América del Sur,0
2024-03-09,Italia,7
2024-03-09,Asia y Oriente Próx.,1
2024-03-09,Rusia,2
2024-03-09,Polonia,58
2024-03-09,Austria,2
2024-03-09,América del Norte,0
2024-03-09,España,3
2024-03-10,Rusia,0
2024-03-10,R. Checa,8
2024-03-10,Austria,2
2024-03-10,América del Norte,2
2024-03-10,Estonia-Letonia-Lituania,4
2024-03-10,España,7
2024-03-10,Oceanía,0
2024-03-10,África,0
2024-03-10,Asia y Oriente Próx.,1
2024-03-10,Gran Bretaña,8
2024-03-10,Europa,14
2024-03-10,Italia,7
2024-03-10,Alemania,28
2024-03-10,Residente,7
2024-03-10,Polonia,59
2024-03-10,América del Sur,0
2024-03-10,R. Eslovaca,2
2024-03-10,Francia,4
2024-03-16,Italia,0
2024-03-16,Oceanía,0
2024-03-16,R. Checa,4
2024-03-16,R. Eslovaca,0
2024-03-16,Estonia-Letonia-Lituania,7
2024-03-16,Gran Bretaña,2
2024-03-16,Asia y Oriente Próx.,0
2024-03-16,África,0
2024-03-16,América del Norte,2
2024-03-16,América del Sur,0
2024-03-16,Alemania,32
2024-03-16,Europa,20
2024-03-16,Polonia,53
2024-03-16,Residente,13
2024-03-16,España,6
2024-03-16,Austria,0
2024-03-16,Rusia,2
2024-03-16,Francia,3
2024-03-17,Alemania,36
2024-03-17,Rusia,0
2024-03-17,África,0
2024-03-17,R. Checa,8
2024-03-17,Austria,0
2024-03-17,España,7
2024-03-17,Residente,9
2024-03-17,Polonia,37
2024-03-17,Europa,14
2024-03-17,América del Sur,0
2024-03-17,R. Eslovaca,0
2024-03-17,Francia,10
2024-03-17,Gran Bretaña,6
2024-03-17,Oceanía,0
2024-03-17,Estonia-Letonia-Lituania,11
2024-03-17,Italia,2
2024-03-17,Asia y Oriente Próx.,4
2024-03-17,América del Norte,4
2024-03-23,Rusia,0
2024-03-23,R. Checa,0
2024-03-23,Asia y Oriente Próx.,0
2024-03-23,Residente,0
2024-03-23,Gran Bretaña,0
2024-03-23,África,0
2024-03-23,Estonia-Letonia-Lituania,0
2024-03-23,Austria,0
2024-03-23,España,0
2024-03-23,Polonia,8
2024-03-23,Europa,0
2024-03-23,América del Sur,0
2024-03-23,R. Eslovaca,0
2024-03-23,América del Norte,0
2024-03-23,Oceanía,0
2024-03-23,Italia,0
2024-03-23,Francia,0
2024-03-23,Alemania,0
2024-03-24,América del Norte,0
2024-03-24,Europa,0
2024-03-24,Alemania,4
2024-03-24,África,0
2024-03-24,R. Eslovaca,0
2024-03-24,Asia y Oriente Próx.,0
2024-03-24,Polonia,3
2024-03-24,Francia,4
2024-03-24,España,0
2024-03-24,Austria,0
2024-03-24,Gran Bretaña,0
2024-03-24,Italia,0
2024-03-24,Residente,0
2024-03-24,R. Checa,2
2024-03-24,Estonia-Letonia-Lituania,4
2024-03-24,Oceanía,0
2024-03-24,Rusia,0
2024-03-24,América del Sur,0
2024-03-28,Austria,9
2024-03-28,América del Sur,0
2024-03-28,Rusia,0
2024-03-28,Residente,9
2024-03-28,España,9
2024-03-28,Polonia,5
2024-03-28,R. Eslovaca,0
2024-03-28,Estonia-Letonia-Lituania,0
2024-03-28,América del Norte,1
2024-03-28,Oceanía,0
2024-03-28,Gran Bretaña,8
2024-03-28,R. Checa,3
2024-03-28,Italia,0
2024-03-28,Alemania,49
2024-03-28,Francia,10
2024-03-28,Europa,11
2024-03-28,África,0
2024-03-28,Asia y Oriente Próx.,3
2024-03-29,R. Eslovaca,0
2024-03-29,R. Checa,0
2024-03-29,Oceanía,0
2024-03-29,Estonia-Letonia-Lituania,0
2024-03-29,Polonia,15
2024-03-29,Italia,6
2024-03-29,Alemania,25
2024-03-29,Europa,3
2024-03-29,Residente,19
2024-03-29,Austria,0
2024-03-29,Rusia,0
2024-03-29,Gran Bretaña,7
2024-03-29,Francia,11
2024-03-29,América del Norte,2
2024-03-29,África,0
2024-03-29,España,25
2024-03-29,Asia y Oriente Próx.,0
2024-03-29,América del Sur,0
2024-03-30,Alemania,48
2024-03-30,América del Norte,0
2024-03-30,Polonia,19
2024-03-30,Asia y Oriente Próx.,0
2024-03-30,Italia,3
2024-03-30,Oceanía,0
2024-03-30,Europa,17
2024-03-30,Estonia-Letonia-Lituania,9
2024-03-30,Gran Bretaña,2
2024-03-30,Rusia,2
2024-03-30,R. Eslovaca,2
2024-03-30,R. Checa,8
2024-03-30,España,5
2024-03-30,Austria,0
2024-03-30,América del Sur,0
2024-03-30,África,0
2024-03-30,Francia,7
2024-03-30,Residente,9
2024-03-31,Gran Bretaña,9
2024-03-31,Oceanía,0
2024-03-31,Estonia-Letonia-Lituania,17
2024-03-31,Alemania,52
2024-03-31,Italia,1
2024-03-31,Francia,0
2024-03-31,América del Norte,3
2024-03-31,R. Checa,6
2024-03-31,Asia y Oriente Próx.,0
2024-03-31,R. Eslovaca,3
2024-03-31,Rusia,1
2024-03-31,África,0
2024-03-31,América del Sur,0
2024-03-31,Residente,14
2024-03-31,Polonia,16
2024-03-31,Europa,16
2024-03-31,Austria,1
2024-03-31,España,10
2024-04-06,Francia,2
2024-04-06,Polonia,58
2024-04-06,R. Checa,8
2024-04-06,África,0
2024-04-06,Austria,0
2024-04-06,América del Norte,0
2024-04-06,Alemania,20
2024-04-06,Italia,1
2024-04-06,Asia y Oriente Próx.,0
2024-04-06,Europa,17
2024-04-06,España,10
2024-04-06,R. Eslovaca,0
2024-04-06,Oceanía,0
2024-04-06,Residente,4
2024-04-06,Gran Bretaña,4
2024-04-06,Rusia,0
2024-04-06,América del Sur,0
2024-04-06,Estonia-Letonia-Lituania,4
2024-04-07,España,4
2024-04-07,R. Eslovaca,3
2024-04-07,América del Norte,6
2024-04-07,Residente,4
2024-04-07,R. Checa,5
2024-04-07,Italia,1
2024-04-07,Asia y Oriente Próx.,0
2024-04-07,Francia,4
2024-04-07,Europa,10
2024-04-07,América del Sur,0
2024-04-07,Gran Bretaña,3
2024-04-07,Oceanía,0
2024-04-07,Estonia-Letonia-Lituania,3
2024-04-07,Alemania,20
2024-04-07,Rusia,0
2024-04-07,Polonia,74
2024-04-07,África,0
2024-04-07,Austria,2
2024-04-20,Austria,0
2024-04-20,Italia,10
2024-04-20,R. Checa,11
2024-04-20,Gran Bretaña,12
2024-04-20,R. Eslovaca,0
2024-04-20,Oceanía,0
2024-04-20,España,16
2024-04-20,América del Sur,0
2024-04-20,Francia,0
2024-04-20,Asia y Oriente Próx.,0
2024-04-20,Alemania,25
2024-04-20,Polonia,34
2024-04-20,Estonia-Letonia-Lituania,1
2024-04-20,Rusia,2
2024-04-20,África,0
2024-04-20,Residente,13
2024-04-20,América del Norte,2
2024-04-20,Europa,16
2024-04-21,Francia,4
2024-04-21,R. Eslovaca,3
2024-04-21,África,0
2024-04-21,Alemania,21
2024-04-21,Oceanía,0
2024-04-21,Italia,2
2024-04-21,Polonia,70
2024-04-21,Asia y Oriente Próx.,1
2024-04-21,Gran Bretaña,1
2024-04-21,Austria,0
2024-04-21,Europa,7
2024-04-21,R. Checa,5
2024-04-21,América del Sur,1
2024-04-21,América del Norte,0
2024-04-21,Residente,9
2024-04-21,Rusia,0
2024-04-21,España,4
2024-04-21,Estonia-Letonia-Lituania,6
2024-04-27,Rusia,1
2024-04-27,R. Checa,4
2024-04-27,América del Norte,2
2024-04-27,España,17
2024-04-27,Estonia-Letonia-Lituania,0
2024-04-27,África,0
2024-04-27,Asia y Oriente Próx.,0
2024-04-27,Alemania,23
2024-04-27,R. Eslovaca,1
2024-04-27,Francia,8
2024-04-27,Oceanía,0
2024-04-27,Gran Bretaña,2
2024-04-27,Polonia,52
2024-04-27,Europa,18
2024-04-27,Italia,9
2024-04-27,América del Sur,0
2024-04-27,Residente,9
2024-04-27,Austria,0
2024-04-28,África,0
2024-04-28,América del Sur,0
2024-04-28,Francia,5
2024-04-28,R. Checa,6
2024-04-28,Polonia,74
2024-04-28,España,10
2024-04-28,América del Norte,0
2024-04-28,Alemania,10
2024-04-28,Residente,6
2024-04-28,Asia y Oriente Próx.,0
2024-04-28,Italia,11
2024-04-28,Estonia-Letonia-Lituania,1
2024-04-28,Europa,10
2024-04-28,Austria,6
2024-04-28,R. Eslovaca,4
2024-04-28,Gran Bretaña,2
2024-04-28,Rusia,0
2024-04-28,Oceanía,0
2024-05-01,Europa,20
2024-05-01,Gran Bretaña,0
2024-05-01,Oceanía,0
2024-05-01,Francia,9
2024-05-01,Austria,2
2024-05-01,África,0
2024-05-01,Estonia-Letonia-Lituania,3
2024-05-01,Alemania,15
2024-05-01,España,12
2024-05-01,Italia,11
2024-05-01,América del Sur,0
2024-05-01,Asia y Oriente Próx.,0
2024-05-01,Residente,13
2024-05-01,R. Checa,5
2024-05-01,Rusia,0
2024-05-01,Polonia,44
2024-05-01,R. Eslovaca,0
2024-05-01,América del Norte,1
2024-05-04,R. Checa,2
2024-05-04,Rusia,0
2024-05-04,Asia y Oriente Próx.,0
2024-05-04,Alemania,25
2024-05-04,Estonia-Letonia-Lituania,0
2024-05-04,Francia,11
2024-05-04,Austria,1
2024-05-04,Oceanía,0
2024-05-04,R. Eslovaca,4
2024-05-04,Gran Bretaña,4
2024-05-04,Europa,13
2024-05-04,Residente,23
2024-05-04,América del Sur,0
2024-05-04,América del Norte,0
2024-05-04,España,12
2024-05-04,África,0
2024-05-04,Polonia,42
2024-05-04,Italia,3
2024-05-05,Polonia,43
2024-05-05,Rusia,0
2024-05-05,África,0
2024-05-05,Asia y Oriente Próx.,0
2024-05-05,R. Checa,13
2024-05-05,Alemania,22
2024-05-05,América del Sur,0
2024-05-05,América del Norte,4
2024-05-05,Italia,6
2024-05-05,Europa,20
2024-05-05,Estonia-Letonia-Lituania,4
2024-05-05,Francia,5
2024-05-05,España,16
2024-05-05,Gran Bretaña,2
2024-05-05,R. Eslovaca,0
2024-05-05,Oceanía,2
2024-05-05,Residente,7
2024-05-05,Austria,2
2024-05-11,Oceanía,0
2024-05-11,Polonia,64
2024-05-11,Italia,2
2024-05-11,Alemania,14
2024-05-11,África,0
2024-05-11,Estonia-Letonia-Lituania,0
2024-05-11,R. Eslovaca,0
2024-05-11,Gran Bretaña,2
2024-05-11,Asia y Oriente Próx.,0
2024-05-11,América del Norte,0
2024-05-11,Rusia,2
2024-05-11,Austria,0
2024-05-11,Residente,8
2024-05-11,Europa,20
2024-05-11,R. Checa,3
2024-05-11,América del Sur,0
2024-05-11,España,7
2024-05-11,Francia,17
2024-05-12,Austria,1
2024-05-12,Oceanía,0
2024-05-12,Residente,7
2024-05-12,Francia,12
2024-05-12,América del Norte,0
2024-05-12,Estonia-Letonia-Lituania,5
2024-05-12,Alemania,19
2024-05-12,R. Checa,7
2024-05-12,Polonia,50
2024-05-12,América del Sur,1
2024-05-12,España,4
2024-05-12,Rusia,0
2024-05-12,Italia,16
2024-05-12,Asia y Oriente Próx.,0
2024-05-12,África,0
2024-05-12,R. Eslovaca,5
2024-05-12,Gran Bretaña,0
2024-05-12,Europa,12
2024-05-17,América del Norte,0
2024-05-17,Austria,1
2024-05-17,Italia,1
2024-05-17,Oceanía,0
2024-05-17,Francia,11
2024-05-17,España,11
2024-05-17,América del Sur,0
2024-05-17,Asia y Oriente Próx.,0
2024-05-17,Europa,11
2024-05-17,R. Eslovaca,0
2024-05-17,Residente,1
2024-05-17,Gran Bretaña,2
2024-05-17,África,0
2024-05-17,Rusia,0
2024-05-17,Alemania,24
2024-05-17,Estonia-Letonia-Lituania,2
2024-05-17,Polonia,61
2024-05-17,R. Checa,5
2024-05-19,Oceanía,0
2024-05-19,Polonia,51
2024-05-19,Asia y Oriente Próx.,0
2024-05-19,América del Sur,0
2024-05-19,Alemania,18
2024-05-19,Italia,7
2024-05-19,África,0
2024-05-19,Francia,2
2024-05-19,España,4
2024-05-19,R. Eslovaca,0
2024-05-19,Europa,17
2024-05-19,Residente,8
2024-05-19,Austria,4
2024-05-19,Rusia,0
2024-05-19,R. Checa,6
2024-05-19,Estonia-Letonia-Lituania,1
2024-05-19,Gran Bretaña,2
2024-05-19,América del Norte,2
2024-05-25,Austria,4
2024-05-25,Alemania,24
2024-05-25,España,8
2024-05-25,Estonia-Letonia-Lituania,0
2024-05-25,Asia y Oriente Próx.,0
2024-05-25,Residente,11
2024-05-25,América del Sur,0
2024-05-25,R. Eslovaca,0
2024-05-25,Gran Bretaña,0
2024-05-25,Francia,10
2024-05-25,R. Checa,8
2024-05-25,África,0
2024-05-25,Rusia,0
2024-05-25,Polonia,53
2024-05-25,Oceanía,0
2024-05-25,Italia,6
2024-05-25,América del Norte,0
2024-05-25,Europa,7
2024-05-26,Italia,10
2024-05-26,América del Norte,1
2024-05-26,R. Eslovaca,3
2024-05-26,Estonia-Letonia-Lituania,6
2024-05-26,América del Sur,0
2024-05-26,Francia,6
2024-05-26,Polonia,40
2024-05-26,R. Checa,2
2024-05-26,Rusia,0
2024-05-26,Gran Bretaña,0
2024-05-26,España,37
2024-05-26,Residente,3
2024-05-26,Asia y Oriente Próx.,0
2024-05-26,África,0
2024-05-26,Alemania,26
2024-05-26,Austria,0
2024-05-26,Oceanía,0
2024-05-26,Europa,11
2024-05-30,África,0
2024-05-30,España,8
2024-05-30,Residente,5
2024-05-30,Austria,0
2024-05-30,América del Sur,0
2024-05-30,Polonia,32
2024-05-30,Estonia-Letonia-Lituania,0
2024-05-30,Rusia,0
2024-05-30,Francia,1
2024-05-30,Asia y Oriente Próx.,0
2024-05-30,R. Checa,5
2024-05-30,Gran Bretaña,0
2024-05-30,América del Norte,0
2024-05-30,Oceanía,0
2024-05-30,R. Eslovaca,4
2024-05-30,Europa,15
2024-05-30,Alemania,26
2024-05-30,Italia,2
2024-06-01,Rusia,0
2024-06-01,Italia,2
2024-06-01,Estonia-Letonia-Lituania,4
2024-06-01,Polonia,55
2024-06-01,África,0
2024-06-01,Europa,20
2024-06-01,Francia,3
2024-06-01,España,29
2024-06-01,Gran Bretaña,0
2024-06-01,Alemania,11
2024-06-01,Residente,8
2024-06-01,América del Sur,1
2024-06-01,América del Norte,2
2024-06-01,Asia y Oriente Próx.,0
2024-06-01,Oceanía,0
2024-06-01,R. Eslovaca,0
2024-06-01,Austria,0
2024-06-01,R. Checa,4
2024-06-02,América del Sur,0
2024-06-02,R. Checa,5
2024-06-02,Asia y Oriente Próx.,0
2024-06-02,España,2
2024-06-02,Polonia,45
2024-06-02,Europa,13
2024-06-02,Rusia,0
2024-06-02,R. Eslovaca,0
2024-06-02,Alemania,17
2024-06-02,Austria,2
2024-06-02,África,0
2024-06-02,Residente,5
2024-06-02,América del Norte,0
2024-06-02,Gran Bretaña,1
2024-06-02,Oceanía,0
2024-06-02,Italia,4
2024-06-02,Estonia-Letonia-Lituania,3
2024-06-02,Francia,8
2024-06-09,R. Checa,2
2024-06-09,Polonia,55
2024-06-09,R. Eslovaca,2
2024-06-09,Gran Bretaña,0
2024-06-09,Italia,4
2024-06-09,Francia,5
2024-06-09,Residente,22
2024-06-09,América del Norte,0
2024-06-09,España,12
2024-06-09,Oceanía,0
2024-06-09,Alemania,15
2024-06-09,Rusia,0
2024-06-09,Austria,0
2024-06-09,América del Sur,0
2024-06-09,Asia y Oriente Próx.,0
2024-06-09,África,0
2024-06-09,Estonia-Letonia-Lituania,0
2024-06-09,Europa,13
2024-06-15,África,0
2024-06-15,España,3
2024-06-15,Oceanía,0
2024-06-15,R. Eslovaca,3
2024-06-15,Alemania,9
2024-06-15,Rusia,0
2024-06-15,R. Checa,10
2024-06-15,Asia y Oriente Próx.,0
2024-06-15,América del Norte,0
2024-06-15,Italia,2
2024-06-15,Estonia-Letonia-Lituania,0
2024-06-15,Polonia,54
2024-06-15,Europa,24
2024-06-15,América del Sur,0
2024-06-15,Francia,4
2024-06-15,Residente,11
2024-06-15,Gran Bretaña,2
2024-06-15,Austria,2
2024-06-16,R. Eslovaca,0
2024-06-16,Gran Bretaña,0
2024-06-16,Alemania,11
2024-06-16,R. Checa,6
2024-06-16,América del Sur,0
2024-06-16,África,0
2024-06-16,Europa,12
2024-06-16,Oceanía,0
2024-06-16,España,15
2024-06-16,Rusia,2
2024-06-16,Polonia,63
2024-06-16,América del Norte,0
2024-06-16,Austria,0
2024-06-16,Asia y Oriente Próx.,0
2024-06-16,Estonia-Letonia-Lituania,0
2024-06-16,Francia,11
2024-06-16,Residente,10
2024-06-16,Italia,4
2024-06-22,Rusia,0
2024-06-22,Estonia-Letonia-Lituania,3
2024-06-22,Alemania,13
2024-06-22,Europa,18
2024-06-22,Oceanía,0
2024-06-22,Italia,4
2024-06-22,R. Eslovaca,2
2024-06-22,Austria,2
2024-06-22,Gran Bretaña,0
2024-06-22,América del Sur,0
2024-06-22,América del Norte,1
2024-06-22,R. Checa,9
2024-06-22,África,0
2024-06-22,Francia,9
2024-06-22,Residente,10
2024-06-22,Asia y Oriente Próx.,0
2024-06-22,España,19
2024-06-22,Polonia,58
2024-06-23,África,0
2024-06-23,Italia,4
2024-06-23,América del Norte,0
2024-06-23,Alemania,17
2024-06-23,España,14
2024-06-23,R. Checa,5
2024-06-23,Gran Bretaña,3
2024-06-23,Estonia-Letonia-Lituania,2
2024-06-23,Polonia,48
2024-06-23,R. Eslovaca,6
2024-06-23,Rusia,1
2024-06-23,Oceanía,0
2024-06-23,Asia y Oriente Próx.,0
2024-06-23,Austria,1
2024-06-23,Europa,20
2024-06-23,América del Sur,0
2024-06-23,Francia,0
2024-06-23,Residente,9
2024-06-29,América del Sur,0
2024-06-29,Oceanía,0
2024-06-29,España,6
2024-06-29,R. Checa,2
2024-06-29,Austria,1
2024-06-29,América del Norte,0
2024-06-29,Alemania,16
2024-06-29,Italia,10
2024-06-29,Estonia-Letonia-Lituania,4
2024-06-29,África,0
2024-06-29,Asia y Oriente Próx.,0
2024-06-29,Residente,4
2024-06-29,Rusia,0
2024-06-29,Europa,16
2024-06-29,Gran Bretaña,0
2024-06-29,Francia,7
2024-06-29,R. Eslovaca,4
2024-06-29,Polonia,52
2024-06-30,Austria,0
2024-06-30,Estonia-Letonia-Lituania,2
2024-06-30,R. Eslovaca,0
2024-06-30,Alemania,26
2024-06-30,Residente,3
2024-06-30,Polonia,55
2024-06-30,Gran Bretaña,0
2024-06-30,Rusia,0
2024-06-30,América del Sur,0
2024-06-30,Italia,8
2024-06-30,Asia y Oriente Próx.,0
2024-06-30,Oceanía,0
2024-06-30,R. Checa,4
2024-06-30,Europa,13
2024-06-30,Francia,6
2024-06-30,África,0
2024-06-30,España,4
2024-06-30,América del Norte,0
2024-07-06,Asia y Oriente Próx.,0
2024-07-06,Alemania,15
2024-07-06,Oceanía,0
2024-07-06,Polonia,40
2024-07-06,Rusia,0
2024-07-06,Europa,35
2024-07-06,R. Eslovaca,0
2024-07-06,R. Checa,9
2024-07-06,España,2
2024-07-06,Austria,0
2024-07-06,África,0
2024-07-06,Residente,6
2024-07-06,América del Sur,0
2024-07-06,Estonia-Letonia-Lituania,0
2024-07-06,Italia,4
2024-07-06,Gran Bretaña,0
2024-07-06,América del Norte,0
2024-07-06,Francia,0
2024-07-07,Gran Bretaña,0
2024-07-07,América del Sur,1
2024-07-07,Polonia,52
2024-07-07,Oceanía,0
2024-07-07,Rusia,4
2024-07-07,Francia,6
2024-07-07,Alemania,13
2024-07-07,América del Norte,2
2024-07-07,África,0
2024-07-07,Estonia-Letonia-Lituania,0
2024-07-07,R. Checa,9
2024-07-07,España,2
2024-07-07,Italia,3
2024-07-07,Asia y Oriente Próx.,0
2024-07-07,Austria,0
2024-07-07,R. Eslovaca,1
2024-07-07,Residente,7
2024-07-07,Europa,10
2024-07-12,Rusia,0
2024-07-12,Alemania,3
2024-07-12,Italia,0
2024-07-12,España,1
2024-07-12,Polonia,6
2024-07-12,Europa,11
2024-07-12,R. Checa,6
2024-07-12,África,0
2024-07-12,Francia,0
2024-07-12,Gran Bretaña,2
2024-07-12,Residente,1
2024-07-12,Asia y Oriente Próx.,0
2024-07-12,América del Sur,0
2024-07-12,R. Eslovaca,0
2024-07-12,Austria,3
2024-07-12,América del Norte,0
2024-07-12,Oceanía,0
2024-07-12,Estonia-Letonia-Lituania,0
2024-07-13,Francia,5
2024-07-13,Polonia,20
2024-07-13,Oceanía,0
2024-07-13,Estonia-Letonia-Lituania,0
2024-07-13,Rusia,0
2024-07-13,R. Eslovaca,0
2024-07-13,Alemania,10
2024-07-13,Gran Bretaña,2
2024-07-13,América del Norte,2
2024-07-13,Austria,2
2024-07-13,África,0
2024-07-13,Europa,6
2024-07-13,Asia y Oriente Próx.,0
2024-07-13,España,5
2024-07-13,R. Checa,2
2024-07-13,Italia,0
2024-07-13,Residente,11
2024-07-13,América del Sur,0
2024-07-14,Residente,11
2024-07-14,Europa,25
2024-07-14,Gran Bretaña,0
2024-07-14,R. Checa,0
2024-07-14,América del Sur,0
2024-07-14,Francia,4
2024-07-14,España,2
2024-07-14,América del Norte,4
2024-07-14,Italia,0
2024-07-14,Asia y Oriente Próx.,0
2024-07-14,África,0
2024-07-14,R. Eslovaca,0
2024-07-14,Oceanía,0
2024-07-14,Alemania,3
2024-07-14,Polonia,36
2024-07-14,Rusia,0
2024-07-14,Austria,0
2024-07-14,Estonia-Letonia-Lituania,0
2024-07-19,Italia,1
2024-07-19,África,0
2024-07-19,Asia y Oriente Próx.,0
2024-07-19,R. Checa,4
2024-07-19,Gran Bretaña,4
2024-07-19,Polonia,8
2024-07-19,España,4
2024-07-19,Oceanía,0
2024-07-19,Europa,16
2024-07-19,América del Norte,0
2024-07-19,Estonia-Letonia-Lituania,0
2024-07-19,Residente,1
2024-07-19,Rusia,0
2024-07-19,Austria,0
2024-07-19,R. Eslovaca,0
2024-07-19,Alemania,13
2024-07-19,América del Sur,0
2024-07-19,Francia,3
2024-07-20,Rusia,0
2024-07-20,Asia y Oriente Próx.,0
2024-07-20,América del Norte,2
2024-07-20,Europa,4
2024-07-20,África,0
2024-07-20,Gran Bretaña,2
2024-07-20,América del Sur,0
2024-07-20,Residente,17
2024-07-20,R. Eslovaca,0
2024-07-20,Alemania,12
2024-07-20,R. Checa,2
2024-07-20,Polonia,29
2024-07-20,Francia,4
2024-07-20,Italia,2
2024-07-20,Oceanía,0
2024-07-20,Austria,0
2024-07-20,España,18
2024-07-20,Estonia-Letonia-Lituania,0
2024-07-21,Gran Bretaña,0
2024-07-21,América del Sur,0
2024-07-21,América del Norte,0
2024-07-21,Austria,0
2024-07-21,África,0
2024-07-21,Estonia-Letonia-Lituania,0
2024-07-21,Alemania,14
2024-07-21,R. Checa,2
2024-07-21,España,2
2024-07-21,Rusia,7
2024-07-21,Italia,6
2024-07-21,Oceanía,3
2024-07-21,Europa,13
2024-07-21,R. Eslovaca,0
2024-07-21,Asia y Oriente Próx.,0
2024-07-21,Polonia,31
2024-07-21,Francia,0
2024-07-21,Residente,13
2024-07-26,Gran Bretaña,3
2024-07-26,Residente,12
2024-07-26,España,9
2024-07-26,R. Eslovaca,0
2024-07-26,Europa,17
2024-07-26,América del Norte,0
2024-07-26,Austria,2
2024-07-26,Polonia,27
2024-07-26,Alemania,6
2024-07-26,Italia,2
2024-07-26,Francia,10
2024-07-26,Asia y Oriente Próx.,0
2024-07-26,África,0
2024-07-26,Rusia,0
2024-07-26,América del Sur,0
2024-07-26,R. Checa,6
2024-07-26,Estonia-Letonia-Lituania,3
2024-07-26,Oceanía,0
2024-07-27,Italia,0
2024-07-27,Rusia,0
2024-07-27,África,0
2024-07-27,Francia,17
2024-07-27,Europa,42
2024-07-27,R. Eslovaca,0
2024-07-27,América del Norte,2
2024-07-27,Residente,19
2024-07-27,R. Checa,7
2024-07-27,Gran Bretaña,0
2024-07-27,Austria,0
2024-07-27,Oceanía,0
2024-07-27,Estonia-Letonia-Lituania,0
2024-07-27,Asia y Oriente Próx.,0
2024-07-27,América del Sur,0
2024-07-27,Alemania,15
2024-07-27,España,10
2024-07-27,Polonia,29
2024-07-28,América del Norte,0
2024-07-28,Italia,4
2024-07-28,Rusia,2
2024-07-28,Oceanía,0
2024-07-28,España,3
2024-07-28,Estonia-Letonia-Lituania,3
2024-07-28,África,0
2024-07-28,Asia y Oriente Próx.,0
2024-07-28,Polonia,60
2024-07-28,Austria,0
2024-07-28,Alemania,9
2024-07-28,R. Checa,6
2024-07-28,América del Sur,0
2024-07-28,Residente,10
2024-07-28,R. Eslovaca,3
2024-07-28,Francia,7
2024-07-28,Gran Bretaña,1
2024-07-28,Europa,5
2024-08-02,Italia,0
2024-08-02,Alemania,14
2024-08-02,Rusia,0
2024-08-02,Residente,5
2024-08-02,Oceanía,0
2024-08-02,Francia,15
2024-08-02,R. Eslovaca,0
2024-08-02,Estonia-Letonia-Lituania,0
2024-08-02,R. Checa,7
2024-08-02,España,17
2024-08-02,América del Sur,0
