fecha,procedencia,personas
2022-12-31,Gran Bretaña,1
2022-12-31,España,16
2022-12-31,Oceanía,0
2022-12-31,América del Sur,0
2022-12-31,Rusia,0
2022-12-31,Italia,10
2022-12-31,Residente,4
2022-12-31,Francia,2
2022-12-31,Estonia-Letonia-Lituania,7
2022-12-31,América del Norte,0
2022-12-31,Alemania,31
2022-12-31,Austria,3
2022-12-31,Polonia,14
2022-12-31,África,0
2022-12-31,Europa,9
2022-12-31,Asia y Oriente Próx.,0
2022-12-31,R. Checa,5
2022-12-31,R. Eslovaca,0
2023-01-06,Residente,2
2023-01-06,Asia y Oriente Próx.,0
2023-01-06,Oceanía,0
2023-01-06,R. Checa,0
2023-01-06,Austria,7
2023-01-06,Gran Bretaña,2
2023-01-06,Francia,13
2023-01-06,América del Sur,0
2023-01-06,Rusia,0
2023-01-06,Estonia-Letonia-Lituania,7
2023-01-06,Europa,9
2023-01-06,Italia,3
2023-01-06,América del Norte,0
2023-01-06,África,0
2023-01-06,R. Eslovaca,0
2023-01-06,Polonia,17
2023-01-06,Alemania,27
2023-01-06,España,12
2023-01-07,R. Eslovaca,0
2023-01-07,África,0
2023-01-07,Alemania,23
2023-01-07,España,1
2023-01-07,Francia,2
2023-01-07,Austria,0
2023-01-07,América del Sur,0
2023-01-07,Estonia-Letonia-Lituania,14
2023-01-07,Oceanía,0
2023-01-07,R. Checa,7
2023-01-07,Italia,10
2023-01-07,Europa,9
2023-01-07,Polonia,14
2023-01-07,Gran Bretaña,2
2023-01-07,Residente,8
2023-01-07,Asia y Oriente Próx.,0
2023-01-07,América del Norte,0
2023-01-07,Rusia,0
2023-01-08,Austria,3
2023-01-08,Rusia,15
2023-01-08,Residente,3
2023-01-08,Alemania,10
2023-01-08,Francia,2
2023-01-08,Polonia,11
2023-01-08,Italia,3
2023-01-08,Gran Bretaña,10
2023-01-08,R. Eslovaca,2
2023-01-08,Europa,25
2023-01-08,Oceanía,0
2023-01-08,España,11
2023-01-08,Asia y Oriente Próx.,0
2023-01-08,R. Checa,5
2023-01-08,América del Norte,3
2023-01-08,América del Sur,0
2023-01-08,Estonia-Letonia-Lituania,7
2023-01-08,África,0
2023-01-14,Oceanía,0
2023-01-14,Polonia,17
2023-01-14,Italia,2
2023-01-14,Residente,8
2023-01-14,R. Eslovaca,0
2023-01-14,Francia,4
2023-01-14,Estonia-Letonia-Lituania,10
2023-01-14,España,8
2023-01-14,América del Norte,2
2023-01-14,Alemania,16
2023-01-14,América del Sur,0
2023-01-14,Europa,11
2023-01-14,Rusia,2
2023-01-14,Asia y Oriente Próx.,0
2023-01-14,Austria,0
2023-01-14,Gran Bretaña,6
2023-01-14,África,0
2023-01-14,R. Checa,3
2023-01-21,América del Norte,1
2023-01-21,Europa,19
2023-01-21,Residente,4
2023-01-21,España,2
2023-01-21,Estonia-Letonia-Lituania,4
2023-01-21,África,0
2023-01-21,Polonia,46
2023-01-21,Asia y Oriente Próx.,0
2023-01-21,Austria,0
2023-01-21,Italia,0
2023-01-21,Gran Bretaña,5
2023-01-21,R. Eslovaca,2
2023-01-21,Oceanía,0
2023-01-21,América del Sur,0
2023-01-21,Rusia,0
2023-01-21,R. Checa,6
2023-01-21,Alemania,18
2023-01-21,Francia,2
2023-01-22,América del Sur,0
2023-01-22,Asia y Oriente Próx.,2
2023-01-22,Gran Bretaña,4
2023-01-22,Austria,1
2023-01-22,África,1
2023-01-22,Rusia,0
2023-01-22,Polonia,39
2023-01-22,Oceanía,3
2023-01-22,España,8
2023-01-22,R. Eslovaca,0
2023-01-22,Residente,7
2023-01-22,Europa,12
2023-01-22,Francia,2
2023-01-22,América del Norte,14
2023-01-22,Alemania,15
2023-01-22,R. Checa,3
2023-01-22,Estonia-Letonia-Lituania,4
2023-01-22,Italia,3
2023-01-28,Estonia-Letonia-Lituania,13
2023-01-28,África,0
2023-01-28,América del Norte,0
2023-01-28,Oceanía,0
2023-01-28,Alemania,17
2023-01-28,R. Checa,4
2023-01-28,Residente,2
2023-01-28,Asia y Oriente Próx.,2
2023-01-28,España,5
2023-01-28,América del Sur,0
2023-01-28,Europa,6
2023-01-28,Gran Bretaña,2
2023-01-28,Rusia,0
2023-01-28,R. Eslovaca,0
2023-01-28,Polonia,46
2023-01-28,Italia,1
2023-01-28,Francia,6
2023-01-28,Austria,0
2023-01-29,América del Norte,0
2023-01-29,R. Eslovaca,0
2023-01-29,R. Checa,2
2023-01-29,Estonia-Letonia-Lituania,3
2023-01-29,Europa,21
2023-01-29,España,3
2023-01-29,África,0
2023-01-29,Rusia,0
2023-01-29,Oceanía,0
2023-01-29,Alemania,9
2023-01-29,Francia,3
2023-01-29,Austria,0
2023-01-29,Italia,0
2023-01-29,Gran Bretaña,8
2023-01-29,América del Sur,0
2023-01-29,Asia y Oriente Próx.,0
2023-01-29,Polonia,20
2023-01-29,Residente,1
2023-02-02,Alemania,26
2023-02-02,Oceanía,0
2023-02-02,América del Norte,0
2023-02-02,R. Eslovaca,12
2023-02-02,Austria,0
2023-02-02,Gran Bretaña,0
2023-02-02,R. Checa,0
2023-02-02,América del Sur,0
2023-02-02,Asia y Oriente Próx.,1
2023-02-02,Italia,7
2023-02-02,Estonia-Letonia-Lituania,0
2023-02-02,Residente,5
2023-02-02,Rusia,0
2023-02-02,Francia,8
2023-02-02,España,4
2023-02-02,África,0
2023-02-02,Polonia,35
2023-02-02,Europa,10
2023-02-04,Francia,9
2023-02-04,América del Norte,0
2023-02-04,Gran Bretaña,0
2023-02-04,Residente,19
2023-02-04,Rusia,0
2023-02-04,Alemania,11
2023-02-04,R. Eslovaca,1
2023-02-04,Estonia-Letonia-Lituania,1
2023-02-04,Europa,24
2023-02-04,R. Checa,2
2023-02-04,África,0
2023-02-04,Italia,0
2023-02-04,Austria,0
2023-02-04,Oceanía,0
2023-02-04,América del Sur,0
2023-02-04,Polonia,30
2023-02-04,España,9
2023-02-04,Asia y Oriente Próx.,1
2023-02-19,Europa,18
2023-02-19,Italia,2
2023-02-19,Austria,4
2023-02-19,Oceanía,0
2023-02-19,Alemania,38
2023-02-19,Residente,8
2023-02-19,R. Eslovaca,0
2023-02-19,Rusia,0
2023-02-19,Polonia,23
2023-02-19,Asia y Oriente Próx.,0
2023-02-19,Gran Bretaña,3
2023-02-19,África,0
2023-02-19,América del Sur,0
2023-02-19,Estonia-Letonia-Lituania,0
2023-02-19,América del Norte,0
2023-02-19,R. Checa,2
2023-02-19,España,8
2023-02-19,Francia,0
2023-02-25,Rusia,0
2023-02-25,R. Checa,6
2023-02-25,América del Sur,0
2023-02-25,Residente,6
2023-02-25,Gran Bretaña,7
2023-02-25,Austria,0
2023-02-25,Polonia,12
2023-02-25,Europa,0
2023-02-25,África,0
2023-02-25,Estonia-Letonia-Lituania,9
2023-02-25,América del Norte,0
2023-02-25,Italia,0
2023-02-25,Francia,14
2023-02-25,R. Eslovaca,4
2023-02-25,Alemania,32
2023-02-25,España,4
2023-02-25,Oceanía,0
2023-02-25,Asia y Oriente Próx.,0
2023-02-26,Oceanía,0
2023-02-26,América del Sur,0
2023-02-26,Italia,7
2023-02-26,Europa,0
2023-02-26,Rusia,0
2023-02-26,Francia,2
2023-02-26,África,0
2023-02-26,Gran Bretaña,2
2023-02-26,América del Norte,0
2023-02-26,Alemania,32
2023-02-26,R. Checa,4
2023-02-26,Estonia-Letonia-Lituania,3
2023-02-26,Austria,4
2023-02-26,R. Eslovaca,0
2023-02-26,Residente,9
2023-02-26,España,3
2023-02-26,Asia y Oriente Próx.,0
2023-02-26,Polonia,27
2023-03-04,R. Eslovaca,4
2023-03-04,América del Norte,0
2023-03-04,Gran Bretaña,0
2023-03-04,Francia,8
2023-03-04,África,0
2023-03-04,Rusia,0
2023-03-04,Europa,17
2023-03-04,Italia,0
2023-03-04,Oceanía,0
2023-03-04,América del Sur,0
2023-03-04,Residente,10
2023-03-04,Alemania,40
2023-03-04,R. Checa,1
2023-03-04,Asia y Oriente Próx.,1
2023-03-04,Austria,4
2023-03-04,Polonia,39
2023-03-04,Estonia-Letonia-Lituania,9
2023-03-04,España,8
2023-03-05,Gran Bretaña,0
2023-03-05,España,5
2023-03-05,Rusia,0
2023-03-05,Italia,6
2023-03-05,América del Norte,0
2023-03-05,África,0
2023-03-05,Oceanía,0
2023-03-05,Austria,1
2023-03-05,Francia,5
2023-03-05,R. Eslovaca,0
2023-03-05,Residente,2
2023-03-05,Estonia-Letonia-Lituania,4
2023-03-05,Alemania,20
2023-03-05,América del Sur,1
2023-03-05,R. Checa,22
2023-03-05,Asia y Oriente Próx.,0
2023-03-05,Polonia,46
2023-03-05,Europa,10
2023-03-11,Rusia,0
2023-03-11,Alemania,32
2023-03-11,Oceanía,0
2023-03-11,Italia,3
2023-03-11,Austria,1
2023-03-11,Residente,5
2023-03-11,Europa,22
2023-03-11,Polonia,55
2023-03-11,Francia,5
2023-03-11,América del Norte,0
2023-03-11,R. Checa,2
2023-03-11,África,0
2023-03-11,América del Sur,0
2023-03-11,Gran Bretaña,5
2023-03-11,Estonia-Letonia-Lituania,6
2023-03-11,R. Eslovaca,0
2023-03-11,España,17
2023-03-11,Asia y Oriente Próx.,0
2023-03-12,Austria,0
2023-03-12,R. Eslovaca,0
2023-03-12,Residente,8
2023-03-12,Alemania,24
2023-03-12,América del Norte,1
2023-03-12,Italia,1
2023-03-12,África,0
2023-03-12,Gran Bretaña,3
2023-03-12,Rusia,1
2023-03-12,Francia,2
2023-03-12,Polonia,36
2023-03-12,Estonia-Letonia-Lituania,13
2023-03-12,Asia y Oriente Próx.,0
2023-03-12,Oceanía,0
2023-03-12,España,15
2023-03-12,Europa,11
2023-03-12,América del Sur,0
2023-03-12,R. Checa,10
2023-03-18,Francia,8
2023-03-18,Estonia-Letonia-Lituania,14
2023-03-18,Polonia,33
2023-03-18,España,7
2023-03-18,Asia y Oriente Próx.,0
2023-03-18,Austria,3
2023-03-18,R. Checa,6
2023-03-18,R. Eslovaca,0
2023-03-18,Italia,3
2023-03-18,América del Norte,0
2023-03-18,Alemania,38
2023-03-18,América del Sur,0
2023-03-18,Europa,10
2023-03-18,Residente,7
2023-03-18,Oceanía,0
2023-03-18,Gran Bretaña,5
2023-03-18,Rusia,2
2023-03-18,África,0
2023-03-19,Estonia-Letonia-Lituania,4
2023-03-19,Europa,3
2023-03-19,España,9
2023-03-19,Rusia,1
2023-03-19,América del Norte,2
2023-03-19,Gran Bretaña,18
2023-03-19,R. Checa,3
2023-03-19,Polonia,43
2023-03-19,R. Eslovaca,6
2023-03-19,Francia,1
2023-03-19,Italia,4
2023-03-19,América del Sur,1
2023-03-19,África,0
2023-03-19,Alemania,32
2023-03-19,Oceanía,0
2023-03-19,Asia y Oriente Próx.,0
2023-03-19,Austria,0
2023-03-19,Residente,5
2023-03-25,R. Checa,4
2023-03-25,Residente,8
2023-03-25,R. Eslovaca,2
2023-03-25,América del Norte,2
2023-03-25,Rusia,0
2023-03-25,Polonia,34
2023-03-25,América del Sur,1
2023-03-25,Europa,11
2023-03-25,Oceanía,0
2023-03-25,Austria,2
2023-03-25,África,0
2023-03-25,España,9
2023-03-25,Asia y Oriente Próx.,0
2023-03-25,Gran Bretaña,2
2023-03-25,Francia,2
2023-03-25,Alemania,40
2023-03-25,Estonia-Letonia-Lituania,6
2023-03-25,Italia,2
2023-03-26,África,0
2023-03-26,América del Norte,1
2023-03-26,Gran Bretaña,2
2023-03-26,Residente,3
2023-03-26,España,31
2023-03-26,Polonia,41
2023-03-26,Oceanía,0
2023-03-26,R. Eslovaca,0
2023-03-26,América del Sur,0
2023-03-26,Austria,0
2023-03-26,R. Checa,0
2023-03-26,Europa,11
2023-03-26,Francia,2
2023-03-26,Asia y Oriente Próx.,0
2023-03-26,Alemania,22
2023-03-26,Estonia-Letonia-Lituania,6
2023-03-26,Italia,4
2023-03-26,Rusia,1
2023-04-01,Estonia-Letonia-Lituania,4
2023-04-01,Gran Bretaña,2
2023-04-01,R. Eslovaca,0
2023-04-01,Oceanía,0
2023-04-01,Polonia,31
2023-04-01,Austria,3
2023-04-01,R. Checa,0
2023-04-01,Alemania,32
2023-04-01,España,6
2023-04-01,Asia y Oriente Próx.,0
2023-04-01,Francia,8
2023-04-01,África,0
2023-04-01,América del Norte,0
2023-04-01,Europa,11
2023-04-01,Rusia,0
2023-04-01,América del Sur,0
2023-04-01,Italia,2
2023-04-01,Residente,16
2023-04-02,Austria,4
2023-04-02,Polonia,32
2023-04-02,R. Checa,8
2023-04-02,España,12
2023-04-02,Estonia-Letonia-Lituania,2
2023-04-02,Asia y Oriente Próx.,0
2023-04-02,R. Eslovaca,2
2023-04-02,Alemania,21
2023-04-02,Italia,4
2023-04-02,Gran Bretaña,1
2023-04-02,Oceanía,0
2023-04-02,Rusia,0
2023-04-02,América del Norte,0
2023-04-02,Europa,17
2023-04-02,Francia,4
2023-04-02,América del Sur,0
2023-04-02,África,0
2023-04-02,Residente,10
2023-04-06,América del Norte,1
2023-04-06,Europa,25
2023-04-06,R. Checa,6
2023-04-06,Francia,4
2023-04-06,Estonia-Letonia-Lituania,11
2023-04-06,Polonia,15
2023-04-06,Asia y Oriente Próx.,0
2023-04-06,América del Sur,1
2023-04-06,España,16
2023-04-06,Alemania,37
2023-04-06,África,0
2023-04-06,Gran Bretaña,1
2023-04-06,R. Eslovaca,0
2023-04-06,Oceanía,0
2023-04-06,Rusia,0
2023-04-06,Residente,11
2023-04-06,Austria,2
2023-04-06,Italia,1
2023-04-07,R. Eslovaca,0
2023-04-07,España,16
2023-04-07,Europa,5
2023-04-07,Estonia-Letonia-Lituania,7
2023-04-07,Asia y Oriente Próx.,4
2023-04-07,R. Checa,12
2023-04-07,Oceanía,0
2023-04-07,Residente,7
2023-04-07,Austria,2
2023-04-07,África,0
2023-04-07,Polonia,14
2023-04-07,América del Sur,0
2023-04-07,Rusia,0
2023-04-07,Alemania,27
2023-04-07,Francia,3
2023-04-07,Gran Bretaña,3
2023-04-07,Italia,4
2023-04-07,América del Norte,3
2023-04-08,Rusia,1
2023-04-08,Gran Bretaña,6
2023-04-08,Austria,2
2023-04-08,Oceanía,0
2023-04-08,Alemania,42
2023-04-08,África,0
2023-04-08,América del Sur,0
2023-04-08,Polonia,27
2023-04-08,Europa,20
2023-04-08,América del Norte,0
2023-04-08,R. Eslovaca,0
2023-04-08,Francia,6
2023-04-08,Estonia-Letonia-Lituania,3
2023-04-08,Italia,1
2023-04-08,España,21
2023-04-08,Asia y Oriente Próx.,2
2023-04-08,R. Checa,7
2023-04-08,Residente,10
2023-04-09,Residente,9
2023-04-09,América del Sur,1
2023-04-09,Alemania,35
2023-04-09,Oceanía,0
2023-04-09,Estonia-Letonia-Lituania,0
2023-04-09,R. Checa,21
2023-04-09,Asia y Oriente Próx.,0
2023-04-09,España,18
2023-04-09,Italia,2
2023-04-09,Europa,15
2023-04-09,R. Eslovaca,0
2023-04-09,América del Norte,2
2023-04-09,Francia,6
2023-04-09,Rusia,0
2023-04-09,África,0
2023-04-09,Polonia,13
2023-04-09,Austria,0
2023-04-09,Gran Bretaña,5
2023-04-15,Alemania,29
2023-04-15,Oceanía,0
2023-04-15,Francia,5
2023-04-15,Polonia,54
2023-04-15,Austria,1
2023-04-15,Italia,5
2023-04-15,Europa,10
2023-04-15,América del Sur,0
2023-04-15,Gran Bretaña,0
2023-04-15,Residente,6
2023-04-15,África,0
2023-04-15,Asia y Oriente Próx.,0
2023-04-15,España,24
2023-04-15,R. Eslovaca,3
2023-04-15,América del Norte,1
2023-04-15,Rusia,0
2023-04-15,R. Checa,3
2023-04-15,Estonia-Letonia-Lituania,4
2023-04-16,Oceanía,0
2023-04-16,Residente,20
2023-04-16,Rusia,0
2023-04-16,Gran Bretaña,0
2023-04-16,Austria,2
2023-04-16,R. Checa,7
2023-04-16,Italia,0
2023-04-16,Polonia,68
2023-04-16,Europa,13
2023-04-16,Alemania,16
2023-04-16,R. Eslovaca,1
2023-04-16,América del Sur,0
2023-04-16,Estonia-Letonia-Lituania,5
2023-04-16,Francia,16
2023-04-16,América del Norte,3
2023-04-16,Asia y Oriente Próx.,1
2023-04-16,España,8
2023-04-16,África,0
2023-04-22,Alemania,30
2023-04-22,Gran Bretaña,0
2023-04-22,España,4
2023-04-22,Francia,10
2023-04-22,Austria,0
2023-04-22,América del Norte,2
2023-04-22,Polonia,39
2023-04-22,R. Eslovaca,1
2023-04-22,África,0
2023-04-22,Rusia,0
2023-04-22,Residente,8
2023-04-22,Oceanía,0
2023-04-22,América del Sur,0
2023-04-22,R. Checa,6
2023-04-22,Europa,23
2023-04-22,Estonia-Letonia-Lituania,13
2023-04-22,Asia y Oriente Próx.,2
2023-04-22,Italia,5
2023-04-23,Europa,3
2023-04-23,África,0
2023-04-23,Oceanía,0
2023-04-23,España,7
2023-04-23,Austria,0
2023-04-23,América del Norte,0
2023-04-23,Residente,7
2023-04-23,Francia,10
2023-04-23,R. Checa,5
2023-04-23,Polonia,56
2023-04-23,R. Eslovaca,2
2023-04-23,Italia,13
2023-04-23,Asia y Oriente Próx.,0
2023-04-23,Estonia-Letonia-Lituania,0
2023-04-23,Rusia,0
2023-04-23,América del Sur,0
2023-04-23,Alemania,39
2023-04-23,Gran Bretaña,5
2023-04-29,Francia,4
2023-04-29,Asia y Oriente Próx.,0
2023-04-29,Oceanía,0
2023-04-29,América del Sur,0
2023-04-29,África,0
2023-04-29,España,9
2023-04-29,Polonia,39
2023-04-29,Alemania,30
2023-04-29,Rusia,0
2023-04-29,Italia,5
2023-04-29,Gran Bretaña,4
2023-04-29,América del Norte,0
2023-04-29,R. Eslovaca,2
2023-04-29,Austria,0
2023-04-29,R. Checa,8
2023-04-29,Europa,19
2023-04-29,Residente,4
2023-04-29,Estonia-Letonia-Lituania,6
2023-04-30,Francia,9
2023-04-30,América del Sur,0
2023-04-30,Gran Bretaña,4
2023-04-30,España,6
2023-04-30,Austria,2
2023-04-30,R. Eslovaca,6
2023-04-30,Asia y Oriente Próx.,0
2023-04-30,Rusia,0
2023-04-30,R. Checa,8
2023-04-30,Alemania,16
2023-04-30,Estonia-Letonia-Lituania,2
2023-04-30,Polonia,58
2023-04-30,Italia,2
2023-04-30,América del Norte,0
2023-04-30,África,0
2023-04-30,Residente,11
2023-04-30,Oceanía,0
2023-04-30,Europa,6
2023-05-01,España,12
2023-05-01,Oceanía,0
2023-05-01,Residente,5
2023-05-01,América del Sur,0
2023-05-01,Asia y Oriente Próx.,0
2023-05-01,Europa,9
2023-05-01,Estonia-Letonia-Lituania,4
2023-05-01,Austria,3
2023-05-01,Alemania,15
2023-05-01,R. Checa,7
2023-05-01,Gran Bretaña,3
2023-05-01,África,0
2023-05-01,América del Norte,2
2023-05-01,Francia,1
2023-05-01,R. Eslovaca,0
2023-05-01,Italia,0
2023-05-01,Rusia,0
2023-05-01,Polonia,38
2023-05-05,Francia,22
2023-05-05,Polonia,43
2023-05-05,Italia,2
2023-05-05,Alemania,26
2023-05-05,Oceanía,0
2023-05-05,Rusia,0
2023-05-05,R. Checa,3
2023-05-05,Residente,2
2023-05-05,R. Eslovaca,0
2023-05-05,América del Sur,0
2023-05-05,Asia y Oriente Próx.,0
2023-05-05,Gran Bretaña,0
2023-05-05,América del Norte,0
2023-05-05,España,5
2023-05-05,Europa,7
2023-05-05,Estonia-Letonia-Lituania,2
2023-05-05,África,0
2023-05-05,Austria,0
2023-05-07,África,0
2023-05-07,América del Sur,0
2023-05-07,Francia,8
2023-05-07,Asia y Oriente Próx.,1
2023-05-07,Estonia-Letonia-Lituania,3
2023-05-07,España,10
2023-05-07,Polonia,61
2023-05-07,R. Checa,12
2023-05-07,Oceanía,0
2023-05-07,Rusia,0
2023-05-07,Residente,7
2023-05-07,R. Eslovaca,0
2023-05-07,Gran Bretaña,0
2023-05-07,Italia,2
2023-05-07,América del Norte,0
2023-05-07,Austria,0
2023-05-07,Alemania,12
2023-05-07,Europa,20
2023-05-13,América del Sur,1
2023-05-13,América del Norte,0
2023-05-13,R. Eslovaca,0
2023-05-13,Rusia,0
2023-05-13,África,0
2023-05-13,Polonia,55
2023-05-13,Italia,0
2023-05-13,Residente,11
2023-05-13,Estonia-Letonia-Lituania,1
2023-05-13,R. Checa,17
2023-05-13,Francia,2
2023-05-13,Austria,0
2023-05-13,España,16
2023-05-13,Asia y Oriente Próx.,0
2023-05-13,Oceanía,0
2023-05-13,Gran Bretaña,5
2023-05-13,Alemania,26
2023-05-13,Europa,18
2023-05-14,Asia y Oriente Próx.,0
2023-05-14,Alemania,14
2023-05-14,Oceanía,0
2023-05-14,Italia,6
2023-05-14,Residente,14
2023-05-14,Austria,0
2023-05-14,Estonia-Letonia-Lituania,2
2023-05-14,América del Norte,4
2023-05-14,Francia,20
2023-05-14,África,0
2023-05-14,Polonia,63
2023-05-14,Gran Bretaña,6
2023-05-14,R. Eslovaca,2
2023-05-14,R. Checa,0
2023-05-14,América del Sur,0
2023-05-14,Rusia,0
2023-05-14,España,4
2023-05-14,Europa,9
2023-05-20,Europa,5
2023-05-20,España,2
2023-05-20,R. Checa,2
2023-05-20,Austria,2
2023-05-20,Rusia,0
2023-05-20,Gran Bretaña,6
2023-05-20,Oceanía,0
2023-05-20,Alemania,39
2023-05-20,Estonia-Letonia-Lituania,4
2023-05-20,Francia,8
2023-05-20,África,0
2023-05-20,América del Sur,0
2023-05-20,R. Eslovaca,2
2023-05-20,América del Norte,0
2023-05-20,Asia y Oriente Próx.,0
2023-05-20,Residente,7
2023-05-20,Polonia,52
2023-05-20,Italia,11
2023-05-21,Alemania,27
2023-05-21,Austria,5
2023-05-21,R. Eslovaca,0
2023-05-21,Rusia,1
2023-05-21,Estonia-Letonia-Lituania,0
2023-05-21,Italia,0
2023-05-21,Residente,7
2023-05-21,América del Norte,0
2023-05-21,América del Sur,0
2023-05-21,Francia,14
2023-05-21,Oceanía,0
2023-05-21,África,0
2023-05-21,Asia y Oriente Próx.,0
2023-05-21,Gran Bretaña,4
2023-05-21,Europa,21
2023-05-21,R. Checa,0
2023-05-21,España,3
2023-05-21,Polonia,52
2023-05-27,Polonia,49
2023-05-27,Alemania,12
2023-05-27,Gran Bretaña,7
2023-05-27,Francia,10
2023-05-27,América del Norte,0
2023-05-27,Italia,3
2023-05-27,España,26
2023-05-27,África,0
2023-05-27,R. Eslovaca,0
2023-05-27,Asia y Oriente Próx.,0
2023-05-27,Austria,2
2023-05-27,Estonia-Letonia-Lituania,0
2023-05-27,Europa,17
2023-05-27,Rusia,0
2023-05-27,Oceanía,0
2023-05-27,Residente,14
2023-05-27,América del Sur,0
2023-05-27,R. Checa,4
2023-05-28,R. Eslovaca,0
2023-05-28,Estonia-Letonia-Lituania,0
2023-05-28,América del Sur,0
2023-05-28,Francia,11
2023-05-28,Oceanía,0
2023-05-28,Alemania,25
2023-05-28,América del Norte,0
2023-05-28,Gran Bretaña,0
2023-05-28,Austria,4
2023-05-28,África,0
2023-05-28,Polonia,25
2023-05-28,Asia y Oriente Próx.,0
2023-05-28,Rusia,0
2023-05-28,Europa,31
2023-05-28,Residente,10
2023-05-28,Italia,2
2023-05-28,España,13
2023-05-28,R. Checa,5
2023-05-30,Asia y Oriente Próx.,0
2023-05-30,África,0
2023-05-30,Europa,8
2023-05-30,Austria,6
2023-05-30,Rusia,0
2023-05-30,Gran Bretaña,0
2023-05-30,Francia,13
2023-05-30,América del Norte,1
2023-05-30,Oceanía,0
2023-05-30,R. Checa,8
2023-05-30,Alemania,28
2023-05-30,Residente,26
2023-05-30,Polonia,18
2023-05-30,España,2
2023-05-30,Estonia-Letonia-Lituania,0
2023-05-30,América del Sur,0
2023-05-30,Italia,0
2023-05-30,R. Eslovaca,3
2023-06-03,Europa,13
2023-06-03,Italia,6
2023-06-03,América del Sur,0
2023-06-03,Asia y Oriente Próx.,0
2023-06-03,Residente,9
2023-06-03,Gran Bretaña,2
2023-06-03,Francia,2
2023-06-03,España,9
2023-06-03,R. Checa,14
2023-06-03,Rusia,0
2023-06-03,Oceanía,0
2023-06-03,Alemania,26
2023-06-03,Polonia,38
2023-06-03,América del Norte,0
2023-06-03,África,0
2023-06-03,Austria,0
2023-06-03,R. Eslovaca,0
2023-06-03,Estonia-Letonia-Lituania,2
2023-06-04,Europa,6
2023-06-04,Polonia,39
2023-06-04,América del Norte,0
2023-06-04,Francia,10
2023-06-04,Residente,9
2023-06-04,Oceanía,0
2023-06-04,R. Checa,6
2023-06-04,Estonia-Letonia-Lituania,4
2023-06-04,Austria,5
2023-06-04,Rusia,0
2023-06-04,América del Sur,1
2023-06-04,Alemania,38
2023-06-04,Italia,9
2023-06-04,África,0
2023-06-04,R. Eslovaca,8
2023-06-04,España,12
2023-06-04,Asia y Oriente Próx.,0
2023-06-04,Gran Bretaña,1
2023-06-10,América del Sur,0
2023-06-10,Italia,3
2023-06-10,África,0
2023-06-10,Francia,8
2023-06-10,Oceanía,0
2023-06-10,España,18
2023-06-10,Residente,7
2023-06-10,Rusia,0
2023-06-10,R. Checa,7
2023-06-10,Gran Bretaña,2
2023-06-10,Estonia-Letonia-Lituania,9
2023-06-10,R. Eslovaca,3
2023-06-10,Alemania,16
2023-06-10,Europa,2
2023-06-10,Polonia,42
2023-06-10,Austria,6
2023-06-10,América del Norte,1
2023-06-10,Asia y Oriente Próx.,0
2023-06-11,Europa,9
2023-06-11,América del Sur,0
2023-06-11,España,9
2023-06-11,Italia,4
2023-06-11,Asia y Oriente Próx.,0
2023-06-11,Residente,10
2023-06-11,R. Eslovaca,0
2023-06-11,Francia,12
2023-06-11,Oceanía,0
2023-06-11,Polonia,39
2023-06-11,Alemania,35
2023-06-11,Estonia-Letonia-Lituania,2
2023-06-11,Austria,2
2023-06-11,Rusia,0
2023-06-11,África,0
2023-06-11,Gran Bretaña,2
2023-06-11,América del Norte,2
2023-06-11,R. Checa,6
2023-06-17,África,0
2023-06-17,R. Checa,6
2023-06-17,R. Eslovaca,0
2023-06-17,Residente,9
2023-06-17,Rusia,0
2023-06-17,Austria,0
2023-06-17,España,6
2023-06-17,Asia y Oriente Próx.,0
2023-06-17,Oceanía,0
2023-06-17,Europa,8
2023-06-17,América del Norte,0
2023-06-17,Alemania,15
2023-06-17,Estonia-Letonia-Lituania,4
2023-06-17,Francia,0
2023-06-17,Italia,13
2023-06-17,Polonia,55
2023-06-17,Gran Bretaña,3
2023-06-17,América del Sur,0
2023-06-18,Europa,13
2023-06-18,Italia,0
2023-06-18,Francia,6
2023-06-18,Asia y Oriente Próx.,0
2023-06-18,R. Checa,24
2023-06-18,Polonia,36
2023-06-18,América del Sur,0
2023-06-18,R. Eslovaca,0
2023-06-18,España,21
2023-06-18,América del Norte,0
2023-06-18,África,0
2023-06-18,Austria,0
2023-06-18,Estonia-Letonia-Lituania,0
2023-06-18,Oceanía,0
2023-06-18,Gran Bretaña,0
2023-06-18,Rusia,0
2023-06-18,Residente,8
2023-06-18,Alemania,13
2023-06-24,Francia,5
2023-06-24,Residente,9
2023-06-24,América del Norte,0
2023-06-24,Austria,4
2023-06-24,Estonia-Letonia-Lituania,0
2023-06-24,Gran Bretaña,3
2023-06-24,Polonia,44
2023-06-24,América del Sur,0
2023-06-24,R. Eslovaca,0
2023-06-24,R. Checa,6
2023-06-24,Oceanía,0
2023-06-24,Alemania,17
2023-06-24,África,0
2023-06-24,Rusia,0
2023-06-24,Italia,2
2023-06-24,Asia y Oriente Próx.,0
2023-06-24,España,5
2023-06-24,Europa,12
2023-06-25,Estonia-Letonia-Lituania,0
2023-06-25,América del Sur,0
2023-06-25,Polonia,43
2023-06-25,R. Eslovaca,0
2023-06-25,Gran Bretaña,1
2023-06-25,R. Checa,4
2023-06-25,Oceanía,0
2023-06-25,África,0
2023-06-25,América del Norte,2
2023-06-25,Alemania,28
